dataset_index,utt_id,speaker_id,pinyin,syllable_base,tone,speaker_variety,pinyin_variety,pinyin_source,duration_seconds,mean_f0_hz,median_f0_hz,min_f0_hz,max_f0_hz,f0_range_hz,f0_start,f0_25,f0_50,f0_75,f0_end,slope_start_to_mid,slope_mid_to_end,voiced_proportion,slope_start_to_mid_hz_per_s,slope_mid_to_end_hz_per_s,f0_sd_hz,voiced_frames,total_frames,flags
5798,SSB02670471,SSB0267,yao4,yao,4,mainland,mainland,corpus,0.3,207.4,219.381,84.185,350.296,266.111,334.498,88.0496,283.149,233.816,208.613,-23.0817,-42.3104,0.843137,-410.79,-596.29,83.6874,43,51,octave_span
5804,SSB02670482,SSB0267,ju4,ju,4,mainland,mainland,corpus,0.24,251.143,250.303,219.4,297.109,77.7083,288.018,264.944,249.631,232.861,220.139,-45.0247,-39.5747,0.589744,-697.95,-536.223,23.204,23,39,
5812,SSB02670497,SSB0267,ge1,ge,1,mainland,mainland,corpus,0.16,212.383,211.734,210.557,215.903,5.34536,214.006,213.415,211.734,211.548,210.859,-4.92801,-1.91149,0.695652,-60.5934,-23.3296,1.42962,16,23,
5824,SSB02730007,SSB0273,he2,he,2,mainland,mainland,corpus,0.24,131.185,130.847,128.896,134.581,5.6843,134.118,130.365,131.681,129.95,131.168,-3.34292,-0.71113,0.615385,-25.6615,-5.39844,1.63295,24,39,
5830,SSB02730008,SSB0273,cong1,cong,1,mainland,mainland,corpus,0.2,133.74,126.278,119.463,155.52,36.0568,121.853,119.889,126.278,145.143,152.613,8.23545,43.7235,1,59.0115,351.131,12.7059,31,31,
5831,SSB02730008,SSB0273,gen1,gen,1,mainland,mainland,corpus,0.18,150.234,150.834,137.819,162.568,24.7496,147.26,139.42,144.724,160.272,155.006,-4.62804,18.2807,1,-39.0266,158.186,9.283,27,27,
5833,SSB02730008,SSB0273,dou1,dou,1,mainland,mainland,corpus,0.3,150.544,152.371,131.281,179.716,48.4357,140.601,150.786,138.388,159.147,152.534,-2.19718,13.4793,0.862745,-17.7035,113.166,14.2455,44,51,
5836,SSB02730018,SSB0273,ye3,ye,3,mainland,mainland,corpus,0.18,126.801,132.655,83.1839,136.512,53.328,83.8733,131.244,135.696,134.647,132.12,151.438,-8.40685,0.851852,942.228,-65.0216,17.0974,23,27,frame_jump
5840,SSB02730018,SSB0273,yu4,yu,4,mainland,mainland,corpus,0.44,106.816,125.191,59.8528,141.184,81.3317,131.868,78.1651,81.0595,125.191,130.403,-43.2028,42.2106,0.582278,-260.558,253.043,29.8127,46,79,f0_below_floor|octave_span
5852,SSB02730020,SSB0273,zai4,zai,4,mainland,mainland,corpus,0.18,160.909,160.652,159.044,163.277,4.23263,163.039,162.286,159.923,160.736,160.146,-6.68073,0.480957,0.777778,-62.3126,4.44594,1.31481,21,27,
5857,SSB02730026,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.32,128.79,123.895,115.853,148.524,32.6705,132.28,120.231,120.777,147.985,141.608,-11.6664,20.405,0.781818,-85.2059,154.303,10.8772,43,55,
5858,SSB02730026,SSB0273,li3,li,3,mainland,mainland,corpus,0.32,125.273,125.676,107.25,132.156,24.906,129.537,130.753,108.498,124.807,122.289,-29.2234,19.7291,0.672727,-200.379,131.346,5.94689,37,55,
5860,SSB02730026,SSB0273,ge1,ge,1,mainland,mainland,corpus,0.2,119.484,119.604,107.976,135.855,27.8781,126.015,119.502,110.479,118.114,121.59,-33.7464,24.5776,0.774194,-230.163,164.604,5.47252,24,31,
5862,SSB02730027,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.42,125.396,122,114.253,139.899,25.6461,133.011,121.099,118.434,121.062,134.495,-10.8624,11.9002,0.96,-78.7951,86.8129,8.0955,72,75,
5864,SSB02730027,SSB0273,ge1,ge,1,mainland,mainland,corpus,0.24,118.662,126.9,65.5212,127.828,62.307,116.385,65.5987,126.843,126.9,127.809,15.6815,1.38193,0.717949,110.09,10.1636,19.2117,28,39,frame_jump
5871,SSB02730052,SSB0273,dou1,dou,1,mainland,mainland,corpus,0.3,146.742,147.325,138.359,158.068,19.7088,146.78,142.641,142.966,151.061,148.952,-3.64662,5.68128,0.921569,-30.5138,47.8918,4.63246,47,51,
5877,SSB02730057,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.36,130.058,126.74,118.889,157.064,38.1746,130.046,122.633,125.116,140.107,135.282,-4.31626,8.72541,1,-31.8042,65.5869,8.29665,63,63,
5888,SSB02730073,SSB0273,ge1,ge,1,mainland,mainland,corpus,0.2,120.682,125.197,108.249,126.989,18.7398,111.415,108.434,124.914,125.642,125.339,26.3982,0.784513,0.83871,179.983,5.67014,7.2798,26,31,
5895,SSB02730087,SSB0273,zai4,zai,4,mainland,mainland,corpus,0.16,154.101,153.802,149.085,159.354,10.2691,158.623,157.041,153.802,151.305,149.525,-14.2478,-13.0216,0.695652,-128.551,-114.068,3.37903,16,23,
5902,SSB02730087,SSB0273,he2,he,2,mainland,mainland,corpus,0.32,148.817,148.511,139.01,161.037,22.0267,148.511,149.475,160.096,160.738,139.379,9.63268,-17.7711,0.472727,85.8152,-153.461,8.8657,26,55,
5905,SSB02730088,SSB0273,jiu4,jiu,4,mainland,mainland,corpus,0.18,169.183,168.284,159.606,184.253,24.6468,176.487,173.903,167.149,162.997,160.824,-37.6454,-26.715,0.407407,-373.524,-253.019,7.75458,11,27,
5911,SSB02730101,SSB0273,cong2,cong,2,mainland,mainland,corpus,0.16,156.137,152.736,151.932,167.021,15.0887,160.298,155.294,152.736,152.044,152.03,-47.8052,-4.58467,0.347826,-432.111,-40.354,6.30068,8,23,
5916,SSB02730106,SSB0273,ben3,ben,3,mainland,mainland,corpus,0.18,134.863,133.987,132.693,138.351,5.65795,137.216,135.811,133.987,133.814,133.173,-10.309,-2.63574,0.62963,-80.7432,-20.337,1.65271,17,27,
5918,SSB02730106,SSB0273,jiang1,jiang,1,mainland,mainland,corpus,0.3,138.011,137.19,118.187,157.73,39.543,135.229,122.33,129.319,149.432,151.276,-6.1892,21.7201,0.882353,-47.2803,175.657,12.9782,45,51,
5929,SSB02730126,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.4,129.212,124.073,116.635,150.414,33.7783,135.728,120.762,119.423,148.26,142.39,-12.661,17.4011,0.971831,-93.1725,131.239,11.4106,69,71,
5932,SSB02730127,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.34,124.584,122.43,111.416,147.55,36.134,122.822,115.203,122.43,137.952,129.591,-0.382058,6.78674,1,-2.70618,49.385,9.21661,59,59,
5934,SSB02730144,SSB0273,yu3,yu,3,mainland,mainland,corpus,0.26,139.143,138.056,132.508,151.949,19.441,144.503,141.96,138.056,136.636,133.133,-7.70792,-6.13347,0.976744,-62.8905,-48.0336,4.20917,42,43,
5942,SSB02730150,SSB0273,shi4,shi,4,mainland,mainland,corpus,0.16,150.49,151.807,125.653,167.061,41.4079,143.197,127.008,147.034,166.156,161.674,8.32431,29.8756,0.695652,69.7721,266.167,15.483,16,23,
5960,SSB02730160,SSB0273,deng3,deng,3,mainland,mainland,corpus,0.22,142.111,149.463,120.144,151.724,31.5792,151.196,149.766,150.646,130.404,122.419,-0.764759,-43.5396,1,-6.66679,-342.144,11.3414,34,34,
5963,SSB02730160,SSB0273,he2,he,2,mainland,mainland,corpus,0.36,184.425,132.158,102.845,352.964,250.119,104.686,112.512,125.013,350.842,132.645,19.8203,6.61838,0.52381,131.143,49.236,104.054,33,63,octave_span
5968,SSB02730171,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.42,124.745,121.726,112.722,139.291,26.5698,126.161,116.174,121.249,138.615,131.164,-3.71675,7.35575,0.96,-26.5544,53.5955,7.78788,72,75,
5997,SSB02730199,SSB0273,jiang1,jiang,1,mainland,mainland,corpus,0.34,122.357,121.097,65.7229,154.152,88.4294,127.09,111.969,116.439,152.53,143.163,-10.4503,24.6688,0.830508,-73.4542,184.301,23.3562,49,59,octave_span|frame_jump
6000,SSB02730205,SSB0273,zai4,zai,4,mainland,mainland,corpus,0.18,162.335,160.506,152.814,176.081,23.2671,172.991,168.283,161.689,155.748,153.474,-25.9927,-20.0611,0.703704,-251.148,-182.56,7.53637,19,27,
6010,SSB02730216,SSB0273,rang4,rang,4,mainland,mainland,corpus,0.3,145.23,141.639,130.196,166.204,36.0076,141.77,132.199,133.303,165.211,160.466,-8.52937,25.6858,1,-67.7394,217.305,13.3707,51,51,
6035,SSB02730247,SSB0273,shi4,shi,4,mainland,mainland,corpus,0.26,148.291,159.692,119.418,166.926,47.5086,122.232,120.836,166.862,166.862,159.692,61.582,-8.68994,0.325581,510.058,-81.9436,20.518,14,43,
6041,SSB02730250,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.38,126.652,124.458,116.21,138.332,22.1219,130.597,121.561,120.121,137.701,134.876,-8.77303,12.1553,0.955224,-63.4889,89.4187,7.14341,64,67,
6048,SSB02730257,SSB0273,jiu4,jiu,4,mainland,mainland,corpus,0.32,97.3536,64.9663,62.0394,166.022,103.982,65.3405,64.0755,62.4661,159.994,147.793,-6.49041,124.244,0.581818,-23.9534,711.06,44.0701,32,55,octave_span
6057,SSB02730276,SSB0273,zuo4,zuo,4,mainland,mainland,corpus,0.16,177.222,175.31,164.459,194.745,30.2856,193.133,181.593,175.31,171.185,165.597,-39.4411,-23.2181,0.782609,-419.367,-228.539,9.35496,18,23,
6060,SSB02730276,SSB0273,yu3,yu,3,mainland,mainland,corpus,0.22,117.979,115.428,112.178,131.306,19.1276,128.868,121.116,115.361,114.194,112.843,-23.2347,-4.62995,1,-163.721,-30.5138,5.19959,34,34,
6068,SSB02730305,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.36,124.501,119.782,111.032,149.162,38.1295,122.989,114.189,113.967,145.905,135.467,-8.50969,19.303,0.761905,-58.2084,138.713,12.2221,48,63,
6070,SSB02730305,SSB0273,ge1,ge,1,mainland,mainland,corpus,0.24,120.736,126.927,65.7128,136.267,70.5545,65.7787,124.901,123.5,128.737,129.101,114.798,8.08354,0.871795,607.591,58.9631,17.836,34,39,octave_span
6086,SSB02730330,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.48,122.859,117.547,112.545,147.332,34.7868,125.902,117.545,115.342,130.184,136.325,-7.0538,13.4582,0.885057,-49.1153,97.593,9.78648,77,87,
6106,SSB02730367,SSB0273,shi4,shi,4,mainland,mainland,corpus,0.32,135.041,123.781,118.3,163.555,45.2552,123.125,122.061,118.643,163.533,158.309,-4.75452,36.9876,0.654545,-33.1948,293.819,18.3517,36,55,
6111,SSB02730395,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.36,124.828,120.383,109.869,151.033,41.164,131.451,112.406,112.251,150.632,144.508,-17.6364,28.2133,0.761905,-123.875,208.11,14.5801,48,63,
6113,SSB02730395,SSB0273,ge1,ge,1,mainland,mainland,corpus,0.2,128.443,128.193,120.274,131.795,11.5218,129.758,131.689,122.122,126.937,128.193,-13.9986,11.1974,0.83871,-101.803,80.9347,2.77628,26,31,
6114,SSB02730398,SSB0273,bing4,bing,4,mainland,mainland,corpus,0.24,165.66,166.708,150.256,174.723,24.4666,169.538,174.508,167.666,159.676,153.107,-2.48121,-20.2913,0.820513,-24.1639,-187.855,7.72469,32,39,
6121,SSB02730404,SSB0273,ta1,ta,1,mainland,mainland,corpus,0.16,148.707,148.254,147.752,151.226,3.47363,150.45,148.777,148.123,147.947,148.278,-7.71273,0.520292,0.652174,-66.5064,4.4539,1.11583,15,23,
6128,SSB02730409,SSB0273,ke3,ke,3,mainland,mainland,corpus,0.24,132.288,131.785,126.665,139.726,13.0608,134.816,133.573,131.785,129.946,129.105,-26.2411,-23.7184,0.179487,-202.041,-178.707,4.55968,7,39,low_voicing
6131,SSB02730413,SSB0273,fang2,fang,2,mainland,mainland,corpus,0.18,135.968,135.481,134.477,139.271,4.79467,135.077,134.792,135.04,136.536,138.183,-0.155656,13.2735,0.481481,-1.21432,104.737,1.48963,13,27,
6133,SSB02730413,SSB0273,ye3,ye,3,mainland,mainland,corpus,0.56,127.144,125.346,116.419,141.136,24.7172,121.694,138.042,126.643,123.481,123.169,2.96851,-2.07154,0.815534,21.2881,-14.9449,6.68651,84,103,
6155,SSB02730446,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.38,123.622,121.455,114.056,142.853,28.7968,127.189,117.333,119.082,137.228,129.836,-6.91029,9.0718,0.955224,-49.1321,65.1768,8.05937,64,67,
6159,SSB02730455,SSB0273,mao1,mao,1,mainland,mainland,corpus,0.22,140.105,140.693,136.223,143.427,7.20444,136.474,139.056,142.418,140.518,140.763,8.94603,-2.45252,1,72.0466,-20.0578,2.02301,34,34,
6168,SSB02730465,SSB0273,fang4,fang,4,mainland,mainland,corpus,0.34,134.062,130.371,118.966,150.639,31.6727,135.49,125.535,127.231,150.384,140.559,-7.50907,11.895,0.915254,-56.9575,91.9206,9.74682,54,59,
6170,SSB02730465,SSB0273,ge1,ge,1,mainland,mainland,corpus,0.2,128.685,128.189,124.032,133.242,9.21051,131.963,131.324,126.675,128.378,126.975,-9.4401,0.545956,1,-70.5056,3.99952,2.32203,31,31,
6181,SSB02870002,SSB0287,ta1,ta,1,mainland,mainland,corpus,0.16,291.678,291.996,281.369,297.531,16.1613,286.381,293.307,295.838,291.996,291.182,20.4542,-9.98735,0.521739,343.91,-169.32,5.15193,12,23,
6183,SSB02870002,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.42,265.089,255.261,229.812,318.97,89.1583,230.486,249.83,251.411,315.328,282.97,8.1318,11.0662,0.733333,113.105,170.591,30.4129,55,75,
6184,SSB02870002,SSB0287,wo3,wo,3,mainland,mainland,corpus,0.42,265.089,255.261,229.812,318.97,89.1583,230.486,249.83,251.411,315.328,282.97,8.1318,11.0662,0.733333,113.105,170.591,30.4129,55,75,
6188,SSB02870004,SSB0287,shuo1,shuo,1,mainland,mainland,corpus,0.16,293.428,289.634,284.22,314.977,30.7575,302.797,298.158,289.634,287.282,285.751,-27.9809,-8.49719,0.521739,-478.677,-141.202,9.21401,12,23,
6190,SSB02870004,SSB0287,qian4,qian,4,mainland,mainland,corpus,0.34,283.081,284.415,252.015,301.561,49.5455,271.463,283.913,295.036,297.718,261.855,9.94197,-14.2444,0.847458,162.568,-228.83,12.2289,50,59,
6208,SSB02870046,SSB0287,ni3,ni,3,mainland,mainland,corpus,0.22,213.415,213.577,189.326,245.759,56.4326,243.179,230.152,213.577,195.585,189.577,-27.2375,-25.0149,1,-358.803,-290.918,19.1207,34,34,
6212,SSB02870055,SSB0287,ruo4,ruo,4,mainland,mainland,corpus,0.18,301.373,301.442,289.761,312.538,22.7766,303.673,303.615,309.07,295.339,291.141,5.80876,-19.7066,0.814815,102.793,-341.507,7.11821,22,27,
6214,SSB02870055,SSB0287,ke3,ke,3,mainland,mainland,corpus,0.46,241.671,234.982,199.341,287.521,88.1795,215.477,236.855,271.376,239.228,221.658,19.4785,-17.09,0.638554,272.677,-242.524,25.3207,53,83,
6217,SSB02870055,SSB0287,he2,he,2,mainland,mainland,corpus,0.18,193.776,192.202,187.62,217.867,30.2471,195.379,189.867,190.929,195.191,190.41,-6.1367,-0.724891,1,-68.4641,-7.98357,6.62514,27,27,
6224,SSB02870071,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.3,248.326,220.427,212.813,297.867,85.0542,216.182,218.895,213.204,296.22,286.062,-1.92068,40.7128,0.647059,-23.8182,582.863,37.0633,33,51,
6237,SSB02870083,SSB0287,mang2,mang,2,mainland,mainland,corpus,0.2,230.887,220.446,202.378,266.597,64.2193,266.377,259.689,220.446,204.011,203.571,-43.6876,-18.383,1,-612.42,-225,26.3558,31,31,
6246,SSB02870093,SSB0287,you2,you,2,mainland,mainland,corpus,0.18,215.275,210.479,197.613,241.636,44.0222,240.897,229.284,210.479,198.019,200.523,-35.9515,-12.9069,1,-467.962,-153.177,17.0039,27,27,
6274,SSB02870135,SSB0287,er2,er,2,mainland,mainland,corpus,0.14,219.744,219.01,215.128,225.912,10.7839,215.877,218.501,218.964,221.257,224.062,7.02239,11.3852,0.789474,88.1906,145.669,2.93321,15,19,
6277,SSB02870135,SSB0287,jiang1,jiang,1,mainland,mainland,corpus,0.18,243.82,248.957,222.321,271.71,49.3891,227.835,226.855,268.291,254.013,248.957,43.5348,-19.9204,1,622.411,-297.447,17.5476,27,27,
6289,SSB02870141,SSB0287,zhi3,zhi,3,mainland,mainland,corpus,0.38,247.561,250.981,192.958,283.947,90.9897,233.319,260.382,276.542,231.679,195.443,17.8325,-36.4183,0.880597,261.959,-491.51,28.8825,59,67,
6308,SSB02870183,SSB0287,hen2,hen,2,mainland,mainland,corpus,0.22,224.354,228.62,206.912,237.119,30.2069,209.696,207.573,233.89,231.284,230.662,22.9135,-2.91593,0.588235,293.26,-39.1217,10.7905,20,34,
6310,SSB02870183,SSB0287,zai4,zai,4,mainland,mainland,corpus,0.24,235.118,228.442,201.22,278.095,76.8749,202.883,217.197,225.612,257.196,240.541,19.3508,11.6762,1,239.25,157.143,23.1124,39,39,
6315,SSB02870187,SSB0287,jiang1,jiang,1,mainland,mainland,corpus,0.2,219.111,243.03,181.157,264.095,82.9385,181.309,184.489,260.893,244.876,243.093,84.0013,-16.3125,0.870968,1061.12,-237.341,32.9078,27,31,
6320,SSB02870192,SSB0287,zui4,zui,4,mainland,mainland,corpus,0.3,285.073,277.73,272.215,314.174,41.9591,302.998,278.621,272.468,277.275,299.686,-14.709,13.1869,1,-244.236,217.742,13.787,51,51,
6328,SSB00110255,SSB0011,jiu4,jiu,4,mainland,mainland,corpus,0.2,233.662,243.833,207.615,267.268,59.6526,210.627,210.436,266.143,256.613,247.308,54.0019,-16.943,0.806452,740.214,-251.135,23.7974,25,31,
6338,SSB00110260,SSB0011,yu3,yu,3,mainland,mainland,corpus,0.28,137.488,103.683,86.24,227.65,141.41,212.82,202.656,86.4235,98.0308,103.951,-135.667,27.7993,0.765957,-1099.1,152.414,54.4889,36,47,octave_span
6353,SSB00110289,SSB0011,duo1,duo,1,mainland,mainland,corpus,0.18,307.957,305.516,298.896,325.363,26.467,311.462,302.758,300.537,310.101,323.992,-10.7509,22.6259,0.888889,-190.004,407.913,8.32156,24,27,
6376,SSB00110325,SSB0011,shi4,shi,4,mainland,mainland,corpus,0.18,321.858,323.042,291.409,353.795,62.3861,323.226,318.817,336.306,341.715,296.699,10.5657,-33.3736,0.666667,201.23,-609.336,16.1559,18,27,
6380,SSB00110326,SSB0011,yong4,yong,4,mainland,mainland,corpus,0.16,285.1,291.564,259.214,304.811,45.5969,264.485,263.138,291.564,300.06,304.763,37.4995,17.0335,0.826087,601.74,293.313,17.1947,19,23,
6388,SSB00110332,SSB0011,xiang3,xiang,3,mainland,mainland,corpus,0.32,249.884,254.438,185.912,298.164,112.251,286.207,254.884,253.663,252.911,189.452,-15.4795,-37.4297,0.836364,-241.064,-475.64,27.6115,46,55,
6391,SSB00110332,SSB0011,qu4,qu,4,mainland,mainland,corpus,0.2,263.938,255.671,240.484,287.329,46.8452,254.258,247.414,240.484,276.876,285.149,-12.8569,39.3247,0.580645,-183.661,595.543,18.3443,18,31,
6402,SSB02870200,SSB0287,dou1,dou,1,mainland,mainland,corpus,0.18,260.646,263.545,234.133,294.702,60.5686,239.849,245.418,282.97,272.698,263.545,44.0349,-18.9417,1,663.399,-298.849,18.877,27,27,
6417,SSB02870212,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.22,233.734,204.802,202.535,271.992,69.4571,203.854,202.89,203.245,269.279,268.787,-0.627926,58.6538,0.382353,-7.38281,794.452,33.9775,13,34,
6434,SSB02870235,SSB0287,ai4,ai,4,mainland,mainland,corpus,0.18,264.787,265.891,254.964,270.73,15.7663,262.219,267.346,270.033,264.177,256.553,9.68259,-16.8864,0.814815,148.83,-256.76,4.72307,22,27,
6471,SSB02870306,SSB0287,ye2,ye,2,mainland,mainland,corpus,0.18,204.626,202.827,196.58,221.986,25.406,220.455,206.032,202.639,196.974,202.86,-22.4439,0.290769,1,-274.09,3.40527,7.82166,27,27,
6478,SSB02870312,SSB0287,dui4,dui,4,mainland,mainland,corpus,0.24,253.927,254.054,215.046,281.02,65.9745,252.989,226.627,233.507,280.399,271.271,-14.6033,27.3187,1,-205.074,397.524,24.2431,39,39,
6492,SSB02870318,SSB0287,he2,he,2,mainland,mainland,corpus,0.24,245.772,247.241,221.715,276.049,54.3336,248.742,246.833,244.284,256.625,222.125,-3.29591,-17.3288,1,-46.9298,-233.251,13.1882,39,39,
6498,SSB02870320,SSB0287,gai1,gai,1,mainland,mainland,corpus,0.2,272.694,277.589,253.279,296.165,42.8864,255.482,259.113,291.83,279.778,277.741,30.7055,-11.4229,1,484.647,-187.866,13.7118,31,31,
6504,SSB02870324,SSB0287,zai4,zai,4,mainland,mainland,corpus,0.16,285.883,286.558,273.054,302.078,29.0242,298.288,293.481,285.177,276.157,273.688,-22.2347,-20.339,0.652174,-374.616,-328.238,9.96896,15,23,
6507,SSB02870324,SSB0287,tao4,tao,4,mainland,mainland,corpus,0.28,280.504,272.106,188.275,357.751,169.476,189.961,189.41,356.835,274.486,260.306,94.9105,-47.4833,0.765957,1451.09,-839.383,59.7581,36,47,
6510,SSB02870342,SSB0287,zai4,zai,4,mainland,mainland,corpus,0.16,269.955,262.354,246.321,315.404,69.0835,301.895,289.605,262.354,249.838,246.373,-64.8107,-29.0132,0.695652,-1054.43,-426.139,23.0287,16,23,
6514,SSB02870355,SSB0287,zhe4,zhe,4,mainland,mainland,corpus,0.14,304.999,302.843,291.902,322.361,30.4591,317.976,312.119,302.843,296.023,293.752,-37.5194,-23.45,0.526316,-672.588,-404.02,11.4166,10,19,
6521,SSB02870357,SSB0287,er2,er,2,mainland,mainland,corpus,0.14,234.49,232.538,227.666,244.983,17.3173,230.554,231.947,232.538,236.251,240.812,4.56229,18.6263,0.736842,61.0185,254.613,4.85117,14,19,
6531,SSB02870374,SSB0287,dan4,dan,4,mainland,mainland,corpus,0.16,297.153,296.994,284.432,320.519,36.0875,307.565,302.199,296.994,289.851,285.767,-13.4552,-14.825,0.826087,-234.909,-249.486,9.16891,19,23,
6533,SSB02870374,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.28,280.55,281.411,265.546,289.795,24.2488,273.96,276.327,289.355,287.23,274.126,8.23032,-8.13897,0.510638,133.867,-132.421,7.33001,24,47,
6547,SSB02870405,SSB0287,dang1,dang,1,mainland,mainland,corpus,0.14,322.482,319.91,319.108,348.079,28.9707,330.97,319.838,319.519,319.908,319.985,-17.4168,0.721248,0.789474,-327.173,13.3212,7.6567,15,19,
6553,SSB02870407,SSB0287,yao4,yao,4,mainland,mainland,corpus,0.14,296.907,295.849,282.885,313.695,30.81,310.206,305.014,294.546,288.738,284.478,-25.6236,-17.2024,0.789474,-447.439,-287.645,9.95586,15,19,
6562,SSB02870412,SSB0287,bei4,bei,4,mainland,mainland,corpus,0.24,225.809,222.552,188.724,268.97,80.2457,189.226,205.276,222.552,260.757,241.275,29.5614,14.7206,1,350.793,197.087,25.4528,39,39,
6564,SSB02870412,SSB0287,suo2,suo,2,mainland,mainland,corpus,0.18,208.984,196.094,185.479,239.774,54.2948,193.154,187.705,238.651,226.133,194.909,56.3362,-53.9271,1,699.962,-672.962,20.921,27,27,
6583,SSB02870431,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.48,239.861,232.975,201.115,291.125,90.0094,203.509,221.445,250.895,290.452,277.478,16.8552,8.10911,0.701149,220.399,123.641,29.7997,61,87,
6586,SSB02870433,SSB0287,shang4,shang,4,mainland,mainland,corpus,0.22,288.498,287.656,270.129,309.406,39.2775,306.45,298.735,287.656,277.517,273.473,-36.5228,-29.1786,0.382353,-626.465,-472.768,13.2456,13,34,
6605,SSB02870451,SSB0287,bing4,bing,4,mainland,mainland,corpus,0.18,288.633,288.737,278.685,298.661,19.9759,296.373,294.472,288.737,282.986,279.399,-9.03876,-11.3833,0.777778,-152.734,-186.764,6.27005,21,27,
6619,SSB02870478,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.3,276.128,275.113,263.129,291.304,28.1752,270.261,276.929,277.594,291.304,273.867,3.70747,-1.87178,0.490196,58.6586,-29.811,7.20232,25,51,
6635,SSB02870488,SSB0287,yin1,yin,1,mainland,mainland,corpus,0.14,289.088,289.231,283.648,294.587,10.9393,285.753,284.754,288.495,291.604,293.828,3.88991,7.46136,0.947368,64.5134,125.483,3.58148,18,19,
6641,SSB02870489,SSB0287,zai4,zai,4,mainland,mainland,corpus,0.24,288.014,286.819,266.118,317.712,51.5941,286.864,286.867,309.119,280.667,268.97,13.6164,-25.354,1,234.266,-422.625,12.8452,39,39,
6643,SSB02870489,SSB0287,shi4,shi,4,mainland,mainland,corpus,0.48,245.417,247.156,206.268,295.787,89.5193,209.643,239.663,255.19,287.87,285.75,15.8308,9.10775,0.712644,211.845,142.138,24.333,62,87,
6661,SSB02880031,SSB0288,huo4,huo,4,mainland,mainland,corpus,0.42,183.969,181.583,82.0098,405.146,323.136,184.672,85.1788,379.491,371.133,208.334,67.401,-56.1189,0.56,1053.07,-925.172,94.646,42,75,octave_span|frame_jump
6669,SSB02880088,SSB0288,jiu4,jiu,4,mainland,mainland,corpus,0.16,191.117,193.786,173.588,205.363,31.7744,174.28,176.056,204.556,201.013,190.184,50.4203,-22.9308,0.695652,550.482,-261.308,12.3488,16,23,
6678,SSB02880097,SSB0288,zai4,zai,4,mainland,mainland,corpus,0.18,220.099,213.466,192.31,267.991,75.6816,252.033,232.751,213.466,202.854,195.491,-82.1508,-43.5098,0.555556,-1101.91,-513.569,23.1308,15,27,
6716,SSB02880231,SSB0288,you3,you,3,mainland,mainland,corpus,0.64,190.043,177.567,170.6,259.272,88.6719,171.796,254.356,255.433,214.296,180.954,23.4769,-20.4029,0.398305,285.939,-254.628,25.1841,47,118,
6719,SSB02880231,SSB0288,zai4,zai,4,mainland,mainland,corpus,0.2,201.725,201.436,190.794,213.484,22.6899,201.725,196.531,191.307,211.594,200.354,-12.2404,10.6658,0.774194,-138.911,120.625,6.95348,24,31,
6729,SSB02880237,SSB0288,bing4,bing,4,mainland,mainland,corpus,0.2,223.055,225.395,187.247,264.253,77.0064,258.169,235.944,225.395,204.999,189.422,-37.6057,-48.163,0.83871,-524.391,-575.561,22.5161,26,31,
6753,SSB02880398,SSB0288,zai4,zai,4,mainland,mainland,corpus,0.18,234.522,235.825,226.913,238.597,11.6832,238.131,237.811,235.825,232.749,230.007,-9.62624,-24.7114,0.296296,-131.766,-332.443,4.29386,8,27,low_voicing
6757,SSB02880412,SSB0288,zang4,zang,4,mainland,mainland,corpus,0.3,205.681,186.772,167.534,316.957,149.424,307.739,316.957,192.473,188.081,171.765,-112.063,-27.1813,0.294118,-1589.87,-285.629,50.5223,15,51,low_voicing
6762,SSB02880417,SSB0288,ai4,ai,4,mainland,mainland,corpus,0.16,234.918,219.652,216.029,304.703,88.6743,290.948,228.072,218.996,218.857,217.36,-103.542,-2.73392,0.869565,-1514.76,-34.4539,30.1469,20,23,
6767,SSB02880428,SSB0288,jiang1,jiang,1,mainland,mainland,corpus,0.26,184.485,180.195,161.379,211.482,50.1036,170.374,173.27,173.364,210.973,195.9,2.86889,20.1499,0.697674,28.4803,214.628,17.3621,30,43,
6785,SSB03070014,SSB0307,ye3,ye,3,mainland,mainland,corpus,0.2,191.112,196.065,170.794,200.942,30.1483,198.882,200.414,196.065,186.584,172.347,-3.29284,-29.7636,1,-37.5593,-316.252,10.2473,31,31,
6801,SSB03070026,SSB0307,na4,na,4,mainland,mainland,corpus,0.14,202.264,202.631,194.405,208.842,14.437,204.392,206.954,204.392,199.931,195.839,0.000277934,-18.5003,0.894737,0.00328133,-213.815,4.67403,17,19,
