Question ID,Word Key,Source Type,Chapter,Section,Item,Traditional Chinese,Pinyin,POS,English Meaning,Round,Question Type,Input Mode,Prompt,Option A,Option B,Option C,Option D,Correct Option,Correct Answer,Accepted Answers
Q0555,C8-8-2-I2-W185,Vocabulary,8,8-2,2,吧,ba,Ptc,final particle for questions,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 好多人來這家店買蛋糕，他們的蛋糕一定很好吃____？,年輕,吧,矮,瘦,B,吧,吧
Q0556,C8-8-2-I3-W186,Vocabulary,8,8-2,3,流行,liúxíng,Vs,popular; fashionable; trendy,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「流行」.,black,old,popular; fashionable; trendy,young,C,popular; fashionable; trendy,
Q0557,C8-8-2-I3-W186,Vocabulary,8,8-2,3,流行,liúxíng,Vs,popular; fashionable; trendy,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「流行」 (tone marks or tone numbers are accepted).,,,,,,liúxíng,liúxíng | liu2xing2 | liu2 xing2
Q0558,C8-8-2-I3-W186,Vocabulary,8,8-2,3,流行,liúxíng,Vs,popular; fashionable; trendy,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 白色是今年很____的顏色。,長,黑,流行,黃,C,流行,流行
Q0559,C8-8-2-I4-W187,Vocabulary,8,8-2,4,短,duǎn,Vs,short (in length),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「短」.,short (in length),difficult; hard,popular; fashionable; trendy,old,A,short (in length),
Q0560,C8-8-2-I4-W187,Vocabulary,8,8-2,4,短,duǎn,Vs,short (in length),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「短」 (tone marks or tone numbers are accepted).,,,,,,duǎn,duǎn | duan3
Q0561,C8-8-2-I4-W187,Vocabulary,8,8-2,4,短,duǎn,Vs,short (in length),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 弟弟愛穿____褲，不愛穿長褲。,流行,長,黑,短,D,短,短
Q0562,C8-8-2-I4-W188,Vocabulary,8,8-2,4,長,cháng,Vs,long,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「長」.,long,difficult; hard,short,thin,A,long,
Q0563,C8-8-2-I4-W188,Vocabulary,8,8-2,4,長,cháng,Vs,long,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「長」 (tone marks or tone numbers are accepted).,,,,,,cháng,cháng | chang2
Q0564,C8-8-2-I4-W188,Vocabulary,8,8-2,4,長,cháng,Vs,long,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 弟弟愛穿短褲，不愛穿____褲。,短,長,流行,黃,B,長,長
Q0565,C8-8-2-I5-W189,Vocabulary,8,8-2,5,鞋子,xiézi,N,shoes,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「鞋子」.,stairs,yellow color,wallet; purse,shoes,D,shoes,
Q0566,C8-8-2-I5-W189,Vocabulary,8,8-2,5,鞋子,xiézi,N,shoes,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「鞋子」 (tone marks or tone numbers are accepted).,,,,,,xiézi,xiézi | xie2zi | xie2 zi
Q0567,C8-8-2-I5-W189,Vocabulary,8,8-2,5,鞋子,xiézi,N,shoes,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我想買一雙黑色的____和一雙白色的襪子。,鞋子,樓梯,樓下,黃色,A,鞋子,鞋子
Q0568,C8-8-2-I5-W190,Vocabulary,8,8-2,5,襪子,wàzi,N,socks,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「襪子」.,pants,girl,socks,upstairs,C,socks,
Q0569,C8-8-2-I5-W190,Vocabulary,8,8-2,5,襪子,wàzi,N,socks,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「襪子」 (tone marks or tone numbers are accepted).,,,,,,wàzi,wàzi | wa4zi | wa4 zi
Q0570,C8-8-2-I5-W190,Vocabulary,8,8-2,5,襪子,wàzi,N,socks,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我想買一雙黑色的鞋子和一雙白色的____。,樓下,樓梯,鞋子,襪子,D,襪子,襪子
Q0571,C8-8-2-I5-W191,Vocabulary,8,8-2,5,雙,shuāng,M,measure word for shoes and socks,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「雙」.,measure word for shoes and socks,catty (=0.6 kilogram in Taiwan),kilogram,floor,A,measure word for shoes and socks,
Q0572,C8-8-2-I5-W191,Vocabulary,8,8-2,5,雙,shuāng,M,measure word for shoes and socks,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「雙」 (tone marks or tone numbers are accepted).,,,,,,shuāng,shuāng | shuang1
Q0573,C8-8-2-I5-W191,Vocabulary,8,8-2,5,雙,shuāng,M,measure word for shoes and socks,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我想買一____黑色的鞋子和一雙白色的襪子。,樓,斤,公斤,雙,D,雙,雙
Q0574,C8-8-2-I6-W192,Vocabulary,8,8-2,6,黑色,hēisè,N,black color,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「黑色」.,shoes,pants,socks,black color,D,black color,
Q0575,C8-8-2-I6-W192,Vocabulary,8,8-2,6,黑色,hēisè,N,black color,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「黑色」 (tone marks or tone numbers are accepted).,,,,,,hēisè,hēisè | hei1se4 | hei1 se4
Q0576,C8-8-2-I6-W192,Vocabulary,8,8-2,6,黑色,hēisè,N,black color,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我想買一雙____的鞋子和一雙白色的襪子。,樓梯,黑色,樓上,鞋子,B,黑色,黑色
Q0577,C8-8-2-I6-W193,Vocabulary,8,8-2,6,黑,hēi,Vs,black,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「黑」.,difficult; hard,thin,short (in length),black,D,black,
Q0578,C8-8-2-I6-W193,Vocabulary,8,8-2,6,黑,hēi,Vs,black,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「黑」 (tone marks or tone numbers are accepted).,,,,,,hēi,hēi | hei1
Q0579,C8-8-2-I6-W193,Vocabulary,8,8-2,6,黑,hēi,Vs,black,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我想買一雙____色的鞋子和一雙白色的襪子。,黃,短,黑,流行,C,黑,黑
Q0580,C8-8-2-I7-W194,Vocabulary,8,8-2,7,樓,lóu,M,floor,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「樓」.,measure word for shoes and socks,catty (=0.6 kilogram in Taiwan),kilogram,floor,D,floor,
Q0581,C8-8-2-I7-W194,Vocabulary,8,8-2,7,樓,lóu,M,floor,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「樓」 (tone marks or tone numbers are accepted).,,,,,,lóu,lóu | lou2
Q0582,C8-8-2-I7-W194,Vocabulary,8,8-2,7,樓,lóu,M,floor,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你家在幾____？,雙,斤,公斤,樓,D,樓,樓
Q0583,C8-8-2-I8-W195,Vocabulary,8,8-2,8,樓下,lóuxià,N,downstairs,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「樓下」.,time,black color,pants,downstairs,D,downstairs,
Q0584,C8-8-2-I8-W195,Vocabulary,8,8-2,8,樓下,lóuxià,N,downstairs,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「樓下」 (tone marks or tone numbers are accepted).,,,,,,lóuxià,lóuxià | lou2xia4 | lou2 xia4
Q0585,C8-8-2-I8-W195,Vocabulary,8,8-2,8,樓下,lóuxià,N,downstairs,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 你要不要去____的客廳看電視？,鞋子,樓上,襪子,樓下,D,樓下,樓下
Q0586,C8-8-2-I8-W196,Vocabulary,8,8-2,8,樓上,lóushàng,N,upstairs,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「樓上」.,boy,upstairs,magazine,pants,B,upstairs,
Q0587,C8-8-2-I8-W196,Vocabulary,8,8-2,8,樓上,lóushàng,N,upstairs,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「樓上」 (tone marks or tone numbers are accepted).,,,,,,lóushàng,lóushàng | lou2shang4 | lou2 shang4
Q0588,C8-8-2-I8-W196,Vocabulary,8,8-2,8,樓上,lóushàng,N,upstairs,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 謝謝，我想先去____的房間休息。,黃色,襪子,樓上,鞋子,C,樓上,樓上
Q0589,C8-8-2-I9-W197,Vocabulary,8,8-2,9,快要,kuàiyào,Adv,to be about to,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「快要」.,recently; lately,why,to be about to,difficult; hard,C,to be about to,
Q0590,C8-8-2-I9-W197,Vocabulary,8,8-2,9,快要,kuàiyào,Adv,to be about to,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「快要」 (tone marks or tone numbers are accepted).,,,,,,kuàiyào,kuàiyào | kuai4yao4 | kuai4 yao4
Q0591,C8-8-2-I9-W197,Vocabulary,8,8-2,9,快要,kuàiyào,Adv,to be about to,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 十點了，飛機____起飛了。,為什麼,最近,快要,快,C,快要,快要
Q0592,C8-8-2-I9-W198,Vocabulary,8,8-2,9,快,kuài,Adv,to be about to,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「快」.,brand,to be about to,why,recently; lately,B,to be about to,
Q0593,C8-8-2-I9-W198,Vocabulary,8,8-2,9,快,kuài,Adv,to be about to,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「快」 (tone marks or tone numbers are accepted).,,,,,,kuài,kuài | kuai4
Q0594,C8-8-2-I9-W198,Vocabulary,8,8-2,9,快,kuài,Adv,to be about to,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 十點了，飛機____起飛了。,為什麼,快,快要,最近,B,快,快
Q0595,C8-8-2-I10-W199,Vocabulary,8,8-2,10,關,guān,V,to close,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「關」.,final particle for questions,to close,to be about to,to open,B,to close,
Q0596,C8-8-2-I10-W199,Vocabulary,8,8-2,10,關,guān,V,to close,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「關」 (tone marks or tone numbers are accepted).,,,,,,guān,guān | guan1
Q0597,C8-8-2-I10-W199,Vocabulary,8,8-2,10,關,guān,V,to close,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 學校的圖書館早上八點開，晚上九點____。,開,快,關,黑色,C,關,關
Q0598,C8-8-2-I10-W200,Vocabulary,8,8-2,10,開,kāi,V,to open,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「開」.,to open,to close,by the way,yellow color,A,to open,
Q0599,C8-8-2-I10-W200,Vocabulary,8,8-2,10,開,kāi,V,to open,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「開」 (tone marks or tone numbers are accepted).,,,,,,kāi,kāi | kai1
Q0600,C8-8-2-I10-W200,Vocabulary,8,8-2,10,開,kāi,V,to open,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 學校的圖書館早上八點____，晚上九點關。,百貨公司,關,開,快要,C,開,開
Q0601,C8-8-2-I11-W201,Vocabulary,8,8-2,11,電梯,diàntī,N,elevator; lift,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「電梯」.,black color,brand,elevator; lift,girl,C,elevator; lift,
Q0602,C8-8-2-I11-W201,Vocabulary,8,8-2,11,電梯,diàntī,N,elevator; lift,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「電梯」 (tone marks or tone numbers are accepted).,,,,,,diàntī,diàntī | dian4ti1 | dian4 ti1
Q0603,C8-8-2-I11-W201,Vocabulary,8,8-2,11,電梯,diàntī,N,elevator; lift,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要坐____，不要走樓梯。,樓梯,黑色,電梯,鞋子,C,電梯,電梯
Q0604,C8-8-2-I11-W202,Vocabulary,8,8-2,11,樓梯,lóutī,N,stairs,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「樓梯」.,this year,pants,department store,stairs,D,stairs,
Q0605,C8-8-2-I11-W202,Vocabulary,8,8-2,11,樓梯,lóutī,N,stairs,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「樓梯」 (tone marks or tone numbers are accepted).,,,,,,lóutī,lóutī | lou2ti1 | lou2 ti1
Q0606,C8-8-2-I11-W202,Vocabulary,8,8-2,11,樓梯,lóutī,N,stairs,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我要坐電梯，不要走____。,襪子,樓梯,鞋子,電梯,B,樓梯,樓梯
Q0607,C8-8-3-I1-W203,Vocabulary,8,8-3,1,年輕,niánqīng,Vs,young,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「年輕」.,young,tall,thin,black,A,young,
Q0608,C8-8-3-I1-W203,Vocabulary,8,8-3,1,年輕,niánqīng,Vs,young,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「年輕」 (tone marks or tone numbers are accepted).,,,,,,niánqīng,niánqīng | nian2qing1 | nian2 qing1
Q0609,C8-8-3-I1-W203,Vocabulary,8,8-3,1,年輕,niánqīng,Vs,young,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 很多____人喜歡聽流行音樂。,舊,老,流行,年輕,D,年輕,年輕
Q0610,C8-8-3-I1-W204,Vocabulary,8,8-3,1,老,lǎo,Vs,old,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「老」.,yellow,popular; fashionable; trendy,short,old,D,old,
Q0611,C8-8-3-I1-W204,Vocabulary,8,8-3,1,老,lǎo,Vs,old,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「老」 (tone marks or tone numbers are accepted).,,,,,,lǎo,lǎo | lao3
Q0612,C8-8-3-I1-W204,Vocabulary,8,8-3,1,老,lǎo,Vs,old,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我爺爺年紀很大，人也____了。,年輕,老,黑,舊,B,老,老
Q0613,C8-8-3-I2-W205,Vocabulary,8,8-3,2,皮包,píbāo,N,wallet; purse,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「皮包」.,wallet; purse,black color,socks,yellow color,A,wallet; purse,
Q0614,C8-8-3-I2-W205,Vocabulary,8,8-3,2,皮包,píbāo,N,wallet; purse,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「皮包」 (tone marks or tone numbers are accepted).,,,,,,píbāo,píbāo | pi2bao1 | pi2 bao1
Q0615,C8-8-3-I2-W205,Vocabulary,8,8-3,2,皮包,píbāo,N,wallet; purse,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 明天我有空，我想去買____。,男生,雜誌,皮包,女生,C,皮包,皮包
Q0616,C8-8-3-I3-W206,Vocabulary,8,8-3,3,女生,nǚshēng,N,girl,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「女生」.,boy,stairs,shoes,girl,D,girl,
Q0617,C8-8-3-I3-W206,Vocabulary,8,8-3,3,女生,nǚshēng,N,girl,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「女生」 (tone marks or tone numbers are accepted).,,,,,,nǚshēng,nǚshēng | nü3sheng1 | nü3 sheng1 | nv3sheng1 | nv3 sheng1
Q0618,C8-8-3-I3-W206,Vocabulary,8,8-3,3,女生,nǚshēng,N,girl,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____和男生都喜歡去百貨公司買東西。,皮包,男生,雜誌,女生,D,女生,女生
Q0619,C8-8-3-I4-W207,Vocabulary,8,8-3,4,男生,nánshēng,N,boy,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「男生」.,pants,skirt,wallet; purse,boy,D,boy,
Q0620,C8-8-3-I4-W207,Vocabulary,8,8-3,4,男生,nánshēng,N,boy,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「男生」 (tone marks or tone numbers are accepted).,,,,,,nánshēng,nánshēng | nan2sheng1 | nan2 sheng1
Q0621,C8-8-3-I4-W207,Vocabulary,8,8-3,4,男生,nánshēng,N,boy,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 女生和____都喜歡去百貨公司買東西。,雜誌,皮包,女生,男生,D,男生,男生
Q0622,C8-8-3-I5-W208,Vocabulary,8,8-3,5,雜誌,zázhì,N,magazine,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「雜誌」.,wallet; purse,magazine,black color,next year,B,magazine,
Q0623,C8-8-3-I5-W208,Vocabulary,8,8-3,5,雜誌,zázhì,N,magazine,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「雜誌」 (tone marks or tone numbers are accepted).,,,,,,zázhì,zázhì | za2zhi4 | za2 zhi4
Q0624,C8-8-3-I5-W208,Vocabulary,8,8-3,5,雜誌,zázhì,N,magazine,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這本____有點兒舊，我幫你買一本新的吧。,女生,男生,雜誌,皮包,C,雜誌,雜誌
Q0625,C8-8-3-I6-W209,Vocabulary,8,8-3,6,舊,jiù,Vs,old; used,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「舊」.,old; used,short,young,tall,A,old; used,
Q0626,C8-8-3-I6-W209,Vocabulary,8,8-3,6,舊,jiù,Vs,old; used,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「舊」 (tone marks or tone numbers are accepted).,,,,,,jiù,jiù | jiu4
Q0627,C8-8-3-I6-W209,Vocabulary,8,8-3,6,舊,jiù,Vs,old; used,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 這本雜誌有點兒____，我幫你買一本新的吧。,老,舊,難,年輕,B,舊,舊
Q0628,C5-5-3-I1-W210,Phrase,5,5-3,1,曬太陽/晒太陽,shài tàiyáng,Phrase,to bask in the sun,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「曬太陽/晒太陽」.,sofa,elder brother,measure word for tables and chairs,to bask in the sun,D,to bask in the sun,
Q0629,C5-5-3-I1-W210,Phrase,5,5-3,1,曬太陽/晒太陽,shài tàiyáng,Phrase,to bask in the sun,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「曬太陽/晒太陽」 (tone marks or tone numbers are accepted).,,,,,,shài tàiyáng,shài tàiyáng | shai4 tai4yang2 | shai4 tai4 yang2
Q0630,C5-5-3-I1-W210,Phrase,5,5-3,1,曬太陽/晒太陽,shài tàiyáng,Phrase,to bask in the sun,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我的貓在房子外面____。,窗戶,太陽,再,曬太陽,D,曬太陽,曬太陽 | 晒太陽
Q0631,C5-5-3-I1-W211,Phrase,5,5-3,1,太陽,tàiyáng,Phrase,the sun,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「太陽」.,afternoon tea,building; house,dog,the sun,D,the sun,
Q0632,C5-5-3-I1-W211,Phrase,5,5-3,1,太陽,tàiyáng,Phrase,the sun,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「太陽」 (tone marks or tone numbers are accepted).,,,,,,tàiyáng,tàiyáng | tai4yang2 | tai4 yang2
Q0633,C5-5-3-I1-W211,Phrase,5,5-3,1,太陽,tàiyáng,Phrase,the sun,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 我的貓在房子外面曬____。,曬太陽,有,在,太陽,D,太陽,太陽
Q0634,C6-6-2-I1-W212,Phrase,6,6-2,1,聽說,tīngshuō,Phrase,to hear of,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「聽說」.,Don't... (used in imperatives),measure word for vehicles,competition; race; game,to hear of,D,to hear of,
Q0635,C6-6-2-I1-W212,Phrase,6,6-2,1,聽說,tīngshuō,Phrase,to hear of,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「聽說」 (tone marks or tone numbers are accepted).,,,,,,tīngshuō,tīngshuō | ting1shuo1 | ting1 shuo1
Q0636,C6-6-2-I1-W212,Phrase,6,6-2,1,聽說,tīngshuō,Phrase,to hear of,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____這部電影很有趣。,學習,不要,聽說,平常,C,聽說,聽說
Q0637,C6-6-2-I2-W213,Phrase,6,6-2,2,不要,búyào,Phrase,Don't... (used in imperatives),Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「不要」.,Don't... (used in imperatives),the day after tomorrow,to hear of,should; ought to,A,Don't... (used in imperatives),
Q0638,C6-6-2-I2-W213,Phrase,6,6-2,2,不要,búyào,Phrase,Don't... (used in imperatives),Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「不要」 (tone marks or tone numbers are accepted).,,,,,,búyào,búyào | bu2yao4 | bu2 yao4
Q0639,C6-6-2-I2-W213,Phrase,6,6-2,2,不要,búyào,Phrase,Don't... (used in imperatives),Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____在電影院說話。,比賽,球,不要,聽說,C,不要,不要
Q0640,C8-8-2-I1-W214,Phrase,8,8-2,1,沒關係,méiguānxi,Phrase,It's ok.,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「沒關係」.,It's ok.,black,by the way,sorry,A,It's ok.,
Q0641,C8-8-2-I1-W214,Phrase,8,8-2,1,沒關係,méiguānxi,Phrase,It's ok.,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「沒關係」 (tone marks or tone numbers are accepted).,,,,,,méiguānxi,méiguānxi | mei2guan1xi | mei2 guan1 xi
Q0642,C8-8-2-I1-W214,Phrase,8,8-2,1,沒關係,méiguānxi,Phrase,It's ok.,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 對不起。____。,沒關係,對不起,快,對了,A,沒關係,沒關係
Q0643,C8-8-2-I1-W215,Phrase,8,8-2,1,對不起,duìbuqǐ,Phrase,sorry,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「對不起」.,sorry,upstairs,by the way,It's ok.,A,sorry,
Q0644,C8-8-2-I1-W215,Phrase,8,8-2,1,對不起,duìbuqǐ,Phrase,sorry,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「對不起」 (tone marks or tone numbers are accepted).,,,,,,duìbuqǐ,duìbuqǐ | dui4buqi3 | dui4 buqi3
Q0645,C8-8-2-I1-W215,Phrase,8,8-2,1,對不起,duìbuqǐ,Phrase,sorry,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: ____。沒關係。,沒關係,對了,對不起,黑色,C,對不起,對不起
Q0646,C8-8-2-I2-W216,Phrase,8,8-2,2,對了,duìle,Phrase,by the way,Round 1,basic_meaning_mcq,click,Choose the correct English meaning of 「對了」.,by the way,black,It's ok.,sorry,A,by the way,
Q0647,C8-8-2-I2-W216,Phrase,8,8-2,2,對了,duìle,Phrase,by the way,Round 2,character_to_pinyin_typing,free_text,Type the pinyin for 「對了」 (tone marks or tone numbers are accepted).,,,,,,duìle,duìle | dui4le | dui4 le
Q0648,C8-8-2-I2-W216,Phrase,8,8-2,2,對了,duìle,Phrase,by the way,Round 3,context_cloze_mcq,click,Choose the correct word to fill in the blank: 好。____，這杯咖啡請你給她，好嗎？,皮包,沒關係,對不起,對了,D,對了,對了
